Agnid,Isfav,agencytitle,PostingNo,Endda,RequestType,Fract,ClosingDate,Frdes,Idesc,RemainingDays,Begda,Exper,Extxt,Farea,Frexp,Sort,Field,Toexp,Fdesc,Jobid,Joblv,Posid,Compt,Newjb,Agncy,Educa,Categ,Jobtitle,EmpType,EmpTypeTxt,Locationid,LocationTxt,Jobdesc,Jobres,Jobreq
9018,FALSE,,6bee00ce-3263-1eef-9da6-4a485c9261dd,/Date(1728864000000)/,,0,Closing on 14 Oct 2024,,"InfoComm, Technology, New Media Communications ",1  week(s) ago,/Date(1726617600000)/,0,Entry level,18,0,,17,0,Infocomm Technology,15075110,0,0,0,,Government Technology Agency,0,0,"Engineering Manager, DEP",1,Permanent,,,"[What the role is]<br><br>The Government Technology Agency (GovTech) is the lead agency driving Singapore’s Smart Nation initiatives and public sector digital transformation. As the Centre of Excellence for Infocomm Technology and Smart Systems (ICT &amp; SS), GovTech develops the Singapore Government’s capabilities in Data Science &amp; Artificial Intelligence, Application Development, Smart City Technology, Digital Infrastructure, and Cybersecurity. <br><br>At GovTech, we offer you a purposeful career to make lives better. We empower our people to master their craft through continuous and robust learning and development opportunities all year round. Our GovTechies embody our Agile, Bold and Collaborative values to deliver impactful solutions.<br><br>GovTech aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do.<br><br>Play a part in Singapore’s vision to build a Smart Nation and embark on your meaningful journey to build tech for public good. Join us to advance our mission and shape your future with us today! <br><br>Learn more about GovTech at tech.gov.sg.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><div><div><p><span><span>Digital transformation within the public sector is at the heart of what </span><span>GovTech</span><span> (Government Technology Agency of Singapore) does. We harness the best info-communications technologies to make a difference to the everyday lives of people in Singapore (</span></span><a href=""https://www.tech.gov.sg/who-we-are/our-role/"" target=""_blank""><u><span>about </span><span>Gov</span><span>T</span><span>ech</span></u></a><span><span>)</span></span><span> </span></p><p></p></div><div><p><span><span>Gov</span><span>T</span><span>ech</span><span> is seeking an engineering manager to work on technically challenging problems in an environment running like a modern product company, solving important underserved problems in the public sector. Some of the </span><span>problems</span><span> are related to different programs including healthcare, </span><span>manpower</span><span> transformation, trade facilitation and national development.</span></span><span> </span></p><p></p></div><div><p><strong><span>What you will be working on:</span></strong><span> </span></p><p></p></div><div><p><span><span>As an Engineering Manager</span><span> / Lead Software Engineer</span><span>, you will </span><span>be responsible for</span><span> technical direction and processes in one (or more) teams. Additionally, you will drive the design, implementation &amp; delivery of one or more products owned by your team.</span></span><span> </span></p><p></p></div><div><p><strong><span>Your responsibilities will include:</span></strong><span> </span></p></div><div><ul><li><p><span><span>Defining your team’s engineering vision, strategy, and directions that align with the organization’s overall vision and goals.</span></span><span> </span></p></li><li><p><span><span>Partnering with stakeholders and agencies to prioritize and manage roadmaps for </span><span>delivering towards</span><span> product vision incrementally and efficiently.</span></span><span> </span></p></li><li><p><span><span>Creating a long-term technical plan and roadmap for the assigned team, and for other teams as needed. Update the roadmap regularly to meet future product/business needs and infrastructure requirements.</span></span><span> </span></p></li><li><p><span><span>Work regularly with engineers to engage in conversations </span><span>regarding</span><span> their performance, professional growth, offering constructive feedback, mentoring, and guidance as needed.</span></span><span> </span></p></li><li><p><span><span>Working with cross-functional partners to develop quality, reliability, and security strategies within your team.</span></span><span> </span></p></li><li><p><span><span>Proactively </span><span>identifying</span><span> and </span><span>initiating</span><span> worthwhile engineering initiatives to maximize our impact on the public good.</span></span><span> </span></p></li><li><p><span><span>Establishing practices and tools to encourage a strong engineering culture and maximize engineering effectiveness and impact.</span></span><span> </span></p></li><li><p><span><span>Helping with recruitment, particularly for more senior hires.</span></span><span> </span></p></li></ul></div><div><p><span> </span></p></div><div><p><strong><span>What we are looking for:</span></strong><span> </span></p></div><div><ul><li><p><span><span>Experience working on </span><span>reasonably large</span><span>, high-availability software systems that have </span><span>operated</span><span> at scale.</span></span><span> </span></p></li><li><p><span><span>Experience in modern full-stack web application technologies; experience in modern front-end engineering like </span><span>Next.Js</span><span>/React.js and Java/TypeScript on the backend is preferred.</span></span><span> </span></p></li><li><p><span><span>Have </span><span>a strong sense</span><span> of what it means to be a technical leader, particularly as it relates to the suite of soft skills beyond just your technical chops.</span></span><span> </span></p></li><li><p><span><span>Passion towards engineering excellence; you deeply understand that software engineering is a team sport, and you take pride in the craftsmanship aspect of software engineering.</span></span><span> </span></p></li></ul></div></div><div><div><ul><li><p><span><span>Passion towards working for public good with interest.</span></span><span> </span></p></li><li><p><span><span>The ability to guide a team to achieve important goals together.</span></span><span> </span></p></li><li><p><span><span>2&#43; years of experience coaching developers; helping them enhance their performance and grow their careers.</span></span><span> </span></p></li></ul><p></p></div><div><p><strong><span>What we offer you:</span></strong><span> </span></p><p></p></div><div><p><span><span>GovTech</span><span> is an equal-opportunity employer committed to fostering an inclusive workplace that values diverse voices and perspectives, as we believe that diversity is the foundation to innovation. </span></span><span> </span><span><span> Our employee benefits are based on a total rewards approach, offering a holistic and market-competitive suite of perks. These include leave benefits to meet your work-life needs and employee wellness programs. </span></span><span> </span></p></div><div><p></p></div><div><p><span><span>We champion flexible work arrangements (subject to your job role) and trust that you will manage your own time to deliver your best, wherever you are, and whatever works best for you. </span></span><span> </span></p><p></p></div><div><p><em><span>Learn more about life inside </span><span>GovTech</span><span> at go.gov.sg/</span><span>GovTechCareers</span><span>.</span></em><span> </span></p></div><div><p><em><span>Stay connected with us on social media at go.gov.sg/</span><span>ConnectWithGovTech</span><span>.</span></em><span> </span></p></div></div><p></p><p></p>",,
1120,FALSE,,6bee00ce-3263-1eef-9aa3-348f66f181cd,/Date(1727827200000)/,,0,Closing in 6 day(s),,Research and Analysis ,3  week(s) ago,/Date(1725235200000)/,0,05-00 year(s),22,5,,29,0,Industry/Sector Development & Programme,15073695,41,0,0,,Ministry of Law,3,0,"Assistant Director, Professional Services Programme Office",3,Permanent/Contract,,,"About the Professional Services Programme Office (PSPO):

The PSPO is an inter-agency office set up by the Ministry of Law (MinLaw), Economic Development Board (EDB), Ministry of Finance (MOF) and Monetary Authority of Singapore (MAS). This team is charged with the following mandate: 

a)	Developing the industry strategies for the professional services sector, with specific focus on uncovering opportunities in the more niche and/or high-growth areas within the legal, accounting and financial services sub-sectors (e.g. sustainability, Web 3.0, Mergers & Acquisitions (“M&A”), etc). 

b)	Supporting efforts to position Singapore as the leading international legal services hub. As an industry-facing team, PSPO regularly engages and works with law firms and other industry stakeholders to support their growth within the local and regional ecosystem, and also co-shapes policies to help sharpen Singapore’s competitiveness as the legal services hub. 
","As part of an inter-agency office, you will be exposed to a diverse range of work and have the opportunity to work with various internal (government agencies, such as EDB, MinLaw, MOF, MAS, EnterpriseSG, ACRA, etc) and external (firms) stakeholders. At PSPO, you will be immersed in a fast-paced work environment, and are expected to be resourceful and independent in undertaking the following types of work: 

a)	Industry engagement & strategy development. Develop the house view and/or industry strategy playbook for the specific growth area(s), which can be at the professional services sector-level or sub-sector level (e.g. legal). Depending on the growth area, your work may involve: consulting with various internal and external stakeholders to elicit feedback and suggestions, conducting gap and data analysis, and using that to inform government interventions that may be required to address the gaps. 

b)	Securing mindshare through presentations. You may be required to present your research, analysis and recommendations at various governmental platforms to secure mindshare from senior management, and/or at external platforms where necessary. You may also be required to work with the relevant government agencies to translate such strategy into downstream initiatives and action. In addition, there will be opportunity to partner and co-develop industry-level solutions with industry and/or other government agency stakeholders to address transformation and capability development needs of the professional services sectors.

c)	Support for events and meetings attended by senior management / political office holders. You will have the opportunity to support specific events attended by senior management or POHs that are relevant to PSPO’s work. 

The PSPO team is based in the EDB office, and the team undertakes a hybrid work model.
","*Key Competencies*

•	[Systems Thinking]: Connect issues with larger system and identify inter-dependencies across issues/ domains/ agencies
•	[Deep Critical Thinking]: Distil critical issues and sense-make from a wide range of information, arriving at effective policy solutions
•	[Clear and Concise Writing]: Crystalise core issues via clear and concise writing


*Work Experience/Personal Traits*

•	At least 5 years of working experience in the professional services sector or held roles involving industry, strategy and policy development
•	Strong written and oral communication and analytical skills 
•	Ability to conduct in-depth analysis of complex issues and put forth actionable solutions
•	Self-starter and positive attitude, excellent work ethic and a team player
•	Prior consulting experience and an understanding of the professional and financial services sectors would be an advantage


We regret to inform that only shortlisted applicants will be notified.




#LI-SW1"
1200,FALSE,,93116810-a25b-1edf-9aa3-335dd9aa335b,/Date(1728172800000)/,,0,Closing on 06 Oct 2024,,Corporate Strategy/Top Management ,3  week(s) ago,/Date(1727136000000)/,0,Entry level,21,0,,7,0,Policy & Planning,15073675,41,0,0,,Ministry of Health,0,0,"Assistant Director, Strategic Planning Division (CDA)",3,Permanent/Contract,,,"The CDA is a new government agency that is being established by the Ministry of Health (MOH) to oversee Singapore’s communicable disease preparedness, prevention and control, surveillance, risk assessment and outbreak response. It will consolidate and build on the public health functions under MOH, the National Centre for Infectious Diseases, and the Health Promotion Board. 

 As Assistant Director in Strategic Planning Division (SPD), you will support Head and Deputy Head SPD in the development of our strategic planning approach and organisational strategy; and implement the organisational strategy to achieve its mission and outcomes. He / She will support the senior management in actualising the organisational goals and priorities, including implementation of processes, optimising resources and measuring the organisation’s performance to achieve desired goals. The job holder is required to work closely with multiple internal and external stakeholders to ensure alignment of CDA’s direction and intent. ","Responsibilities 

- Drive the development of actionable plans to achieve strategic objectives and monitor progress towards goals. 

- Collaborate with senior leadership to define strategic priorities and initiatives and measure Key Performance Indicators (KPIs) to measure progress. 

- Provide strategic guidance and support to other division leads in aligning their initiatives with the overall organisational strategy. 

- Oversee the maintenance of a robust performance management framework to track and report on strategic initiatives. 

- Working with the Board of Directors (BOD) to leverage their expertise for governance in the areas of Human Resources, Finance, and Risk Management and other areas that would accelerate the development and growth of CDA.  

- Stay abreast of industry trends, best practices, and emerging technologies to inform strategic decision-making. ","Qualifications 

- Bachelor's degree in business administration, management, or a related field. Master's degree preferred. Tertiary qualification in public health would be appreciated. 

- Proven track record of at least 5 years in strategic planning, organisational strategy, or a related field, with at least 3 years in a leadership role. 

- Strong analytical and problem-solving skills, with the ability to translate data and insights into actionable strategies. 

- Demonstrated experience in leading cross-functional teams. 

- Proficiency in strategic planning tools and methodologies. 

- Familiarity with performance management and measurement techniques. 

- Excellent communication and interpersonal skills, with the ability to influence and collaborate with stakeholders at all levels. 

- Experience in working with an organisation’s Board of Directors preferred. "
9012,FALSE,,6bee00ce-3263-1eef-9aa1-fc93b5db61cd,/Date(1732924800000)/,,0,Closing on 30 Nov 2024,,Human Resources ,3  week(s) ago,/Date(1725235200000)/,0,Entry level,18,0,,16,0,Infocomm Technology,15073464,0,0,0,,Central Provident Fund Board,0,0,[2025 H1 Term-time + Summer Internship] HR Information Systems Intern,5,Internship,,,"At #TeamCPF, you’re not just joining a team; you are embracing a culture of excellence, collaboration, and meaningful impact. You will play a pivotal role in empowering over 4 million members to secure their retirement, healthcare, housing needs and better navigate life’s uncertainties. 

We thrive on sharp minds and insightful decisions. Your ability to analyse and think critically isn't just valued; it's essential. Every choice you make contributes to our collective success. 

Collaboration is our way of life. We believe in the power of effective partnerships and seamless communications across teams. Together, we amplify each other’s strengths and achieve remarkable results. 

Our learning never stops. We encourage your inquisitiveness and courage to embrace new challenges head-on. Your agility, readiness to challenge conventions, embrace of data-driven strategies, dedication to learning and applying new skills fuels our innovation and progress.

At the core of everything we do lies a genuine desire to make a difference. We serve our community and support each other with compassion, empathy, and unwavering dedications. Every action we take is guided by a deep sense of purpose and a commitment to those we serve. 

Join us at #TeamCPF! Together, let's redefine possibilities and leave a legacy that echoes for generations.","The HR Employee Services and Digitalisation team is responsible for HR IT transformation projects, HR processes modernisation, HR digitalisation and automation to better CPFB employee experience and HR delivery efficiency. 

In this role, you will: 
• Learn to work within a project management framework, including settling timelines, coordinating tasks and ensuring deliverables meet deadlines
• Develop understanding of HR systems and how they function, including employee data management, payroll systems etc.
• Gan experience in transitioning HR systems from on-premise to cloud-based platforms, learning about cloud service management, data migration strategies, system testing and resolution
• Experience the process of managing organizational change, including user training, communication strategies   
• Learn to work in a multidisciplinary team including IT, HR and external vendors.
","We value the diverse skills and perspectives that each intern brings. While you may not need to meet every requirement fully, having some familiarity or budding expertise in the following areas will help you make the most of this opportunity and succeed with our team. 
• Strong Organizational and project management skills
• Strong problem-solving skills, attention to detail, ability to analyze complex data sets and able to handle sensitive data with confidentiality
• Possesses strong Microsoft Excel skills (Vlookup, pivots, databases)
• Good written and verbal communication skills with ability to convey technical information to non-technical stakeholders
• Ability to work effectively within a team, demonstrating flexibility and adaptability in a dynamic project environment
• Self-motivated and has the eagerness to learn and take initiative, with proactive approach to tasks and challenges
• Pursuing a diploma/degree in Information Technology, Computer Science or related field
• Understanding of cloud computing concepts, databases and HR systems will be an added advantage

Position is on a full-time internship basis from Jan – Aug 2025. 

What you can expect
Being part of #TeamCPF means embarking on a challenging and rewarding internship in a workplace that values productivity and growth. Here’s what awaits you during your internship with CPF Board:   
• Learning Opportunities: Engage in impactful projects that allow you to apply theoretical concepts to real-world challenges, helping you gain valuable insights and practical experience along the way.
• Mentorship Guidance:  Boost your internship experience with guidance from experienced mentors and supportive peers committed to fostering your growth and helping you thrive.
• Gain Dynamic Exposure: Gain dynamic exposure, drive innovative solutions, and advance your career through involvement in strategic national projects.
• Expand Your Network: Forge meaningful relationships and expand your professional circle within the public service sector through curated intern activities and networking events.
"
9012,FALSE,,6bee00ce-3263-1eef-9aa1-78ca9a3781cd,/Date(1732924800000)/,,0,Closing on 30 Nov 2024,,Others ,3  week(s) ago,/Date(1725235200000)/,0,Entry level,18,0,,25,0,Infocomm Technology,15073359,0,0,0,,Central Provident Fund Board,0,0,[2025 H1 Term-time Internship] CPFB Innovation Intern,5,Internship,,,"At #TeamCPF, you’re not just joining a team; you are embracing a culture of excellence, collaboration, and meaningful impact. You will play a pivotal role in empowering over 4 million members to secure their retirement, healthcare, housing needs and better navigate life’s uncertainties. 

We thrive on sharp minds and insightful decisions. Your ability to analyse and think critically isn't just valued; it's essential. Every choice you make contributes to our collective success. 

Collaboration is our way of life. We believe in the power of effective partnerships and seamless communications across teams. Together, we amplify each other’s strengths and achieve remarkable results. 

Our learning never stops. We encourage your inquisitiveness and courage to embrace new challenges head-on. Your agility, readiness to challenge conventions, embrace of data-driven strategies, dedication to learning and applying new skills fuels 
our innovation and progress.

At the core of everything we do lies a genuine desire to make a difference. We serve our community and support each other with compassion, empathy, and unwavering dedications. Every action we take is guided by a deep sense of purpose and a commitment to those we serve. 

Join us at #TeamCPF! Together, let's redefine possibilities and leave a legacy that echoes for generations.","The Business Incubator and Accelerator Team propels the development of new product ideas and business models by small competent cross-functional teams. We drive CPFB’s innovation framework, including supporting the idea-to-solution journey, enhancing knowledge diffusion and evangelising technology adoption. This includes cultivating a culture of curiosity and proactive involvement among staff through a range of initiatives centred on innovation.

In this role, you will:  
• Conduct market research to identify suitable emerging technologies that would be beneficial for CPFB staff (e.g. tools that improve productivity). 
• Apply suitable change management principles and engage relevant stakeholders to get support for the implementation of innovative solutions. 
• Utilise design skills to create collaterals and visual materials to support innovation initiatives, including event materials and promotional content. 
• Assist in event management activities related to innovation initiatives, including planning, coordination, and execution.
• Engage in presenting and facilitating discussions to support innovation initiatives, including conveying ideas, leading discussions, and facilitating workshops to drive innovative solutions within the organisation","We value the diverse skills and perspectives that each intern brings. While you may not need to meet every requirement fully, having some familiarity or budding expertise in the following areas will help you make the most of this opportunity and succeed with our team. 

• Excellent verbal and written communication skills. 
• Collaborative mindset and the ability to work effectively within a team. 
• Willingness to adapt and learn in a fast-paced environment. 
• Proactive and self-motivated with a desire to take on new challenges. 
• A strong interest in technology. 
• Recommend having some familiarity with change management principles. 
• No restrictions on areas of study, but a background in Business, Communications, or a related field may be advantageous.

Position is on a full-time internship basis from Jan – June 2025. 

What you can expect
Being part of #TeamCPF means embarking on a challenging and rewarding internship in a workplace that values productivity and growth. Here’s what awaits you during your internship with CPF Board:   
• Learning Opportunities: Engage in impactful projects that allow you to apply theoretical concepts to real-world challenges, helping you gain valuable insights and practical experience along the way.
• Mentorship Guidance:  Boost your internship experience with guidance from experienced mentors and supportive peers committed to fostering your growth and helping you thrive.
• Gain Dynamic Exposure: Gain dynamic exposure, drive innovative solutions, and advance your career through involvement in strategic national projects.
• Expand Your Network: Forge meaningful relationships and expand your professional circle within the public service sector through curated intern activities and networking events"
1060,FALSE,,6bee00ce-3263-1eef-9a9f-2b320f9aa1cd,/Date(1730073600000)/,,0,Closing on 28 Oct 2024,,Foreign Service ,4  day(s) ago,/Date(1725235200000)/,0,04-00 year(s),7,4,,13,0,International Relations,15072638,0,0,0,,Ministry of Foreign Affairs,0,0,Consular Response Centre (CRC) Team Leader,2,Contract,,,,"As a CRC Team Leader, you will be involved in the following:

•	Responding to consular calls and emails from Singaporeans and their families who reached out to MFA for assistance and keeping relevant MFA Overseas Missions and HQ departments informed.

•	Ensuring that requests from the public are responded to, properly e-logged for records and follow-up.

•	Maintaining and ensuring the smooth and effective functioning of the MFA CRC and its transformation to a Crisis Management Centre (CMC) during crises.

•	Monitoring and reporting breaking news on world events (disasters and emergencies) to MFA's Consular Directorate and working with relevant Overseas Missions and HQ departments to reach out to overseas Singaporeans in the affected area(s).

•	Regularly reviewing and updating CRC's SOPs and ensuring its implementation, and managing communication with other domestic agencies e.g. MHA.

•	Supervising the proper handover of duties between the outgoing shift and incoming shift of CRC teams.","•	Singaporeans with strong communication, planning and administrative skills who are committed to serve in the Public Service.

•	Able to work a rostered shift schedule, including overnight shifts, weekends, and public holidays.

•	Able to work independently and remain calm, patient, and polite when responding to members of the public in distress.

•	4-5 years of experience in similar capacity with supervisory functions in managing rostered teams and members of the public would be preferred.

You will be working in a fast-paced and highly volatile environment that would require the ability to manage multiple priorities and stakeholders at the same time.

Find Out More/Contact Us
Only shortlisted candidates will be contacted. If you wish to find out more or hear from our officers, please visit our website at www.mfa.gov.sg/career. If you have any queries, please contact us at mfa_career@mfa.gov.sg. "
1163,FALSE,,93116810-a25b-1edf-9a9f-04603510135b,/Date(1727654400000)/,,0,Closing in 4 day(s),,Education ,3  week(s) ago,/Date(1725235200000)/,0,Entry level,14,0,,10,0,Education Skills Development,15072579,0,0,0,,Ministry of Education,0,0,[TT24D] General Education Officer (with teaching qualifications),3,Permanent/Contract,,,Full-time Trained Teacher,"As teachers, you build the foundation of education. You equip students with essential skills and sound values to prepare them for life. Anticipate a career of lifelong learning, as you grow alongside your students.","If you have a professional teaching qualification (such as the Postgraduate Diploma in Education and the Diploma in Education from the National Institute of Education), relevant content knowledge, and are keen to teach at our MOE schools, we welcome you to join us!

We also welcome former MOE-trained teachers who continue to have a passion for education to return to the teaching fraternity on a full-time basis.

The application window is open from 3 Sep 2024 to 30 Sep 2024. If you would like to be considered for a trained teaching position, you are required to:

To apply, please click ""Apply Now"" to complete the FormSG application form. Kindly specify your subject proficiencies and preferred teaching subjects, and remember to attach all your educational transcripts with your application. Please note that only applications submitted via the FormSG application form will be considered.

You will need to submit your application by 30 Sep 2024, 11.00 PM. Only applications received via the FormSG application form will be considered.

For applicants who are unable to attend the interview in Singapore, your application may be processed outside of the application windows.

Key Personnel (KP)
Former KPs may be considered for reappointment as a KP. Please note that if there is no suitable KP position available, we will consider your application for a classroom teaching position instead.

Applicants can expect to receive an update from us within 4 to 6 weeks of the application window closing.

Should you encounter any difficulty in submitting your application, please contact us at moe_ru_trained_appt@moe.gov.sg for assistance."
9016,FALSE,,93116810-a25b-1edf-9ac6-4c33404ed35f,/Date(253402214400000)/,,0,,,Human Resources ,3  week(s) ago,/Date(1725408000000)/,0,Entry level,6,0,,16,0,Human Resources,15079049,0,0,0,,Economic Development Board,0,0,"Project Officer, Talent Attraction, HROD (1+1 year contract)",6,Fixed Terms,,,"<br><br>The Singapore Economic Development Board (EDB), a government agency under the Ministry of Trade and Industry, is responsible for strategies that enhance Singapore’s position as a global centre for business, innovation, and talent. We undertake investment promotion and industry development, and work with international businesses, both foreign and local, by providing information, connection to partners and access to government incentives for their investments. Our mission is to create sustainable economic growth, with vibrant business and good job opportunities for Singapore.<br><br>For more information on EDB, please visit www.edb.gov.sg<br><br>About HROD – Talent Attraction<br><br>The HROD Division supports EDB through the attraction, development and retention of talent, in achieving its business outcomes. Within HROD, the Talent Attraction (TA) team drives the branding, selection and sourcing strategies that position and promote EDB as an employer of choice, and develops organisational competence in assessment and selection frameworks. We are in the business of building a strong talent pipeline and securing capable talent critical for EDB’s success.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>","</p><p></p><p>As Project Officer with the HROD division, your key roles and responsibilities are, but not limited to:</p><ul><li><p>Carry out assigned responsibilities for selected initiatives/ programmes. This includes data preparation and launching of workflows/ processes in systems, providing first-level responses to stakeholders, creation of videos/slides and administrative/ logistical support</p></li><li><p>Provide prompt support to the talent attraction team in recruitment and management, including scheduling and coordinating interview arrangements with the relevant stakeholders, and attending to onboarding requests, across talent programme hires and experienced hires</p></li><li><p>Engage with new hires and employees for onboarding matters</p></li><li><p>Undertake recruitment of temporary or support staff to meet the organisation’s needs</p></li><li><p>Administer HR processes, organise and/or prepare reports and resources, and maintain HR systems to ensure smooth operations, and payment processing for procured services </p></li><li><p>Administering processes to facilitate record keeping and maintenance of personnel files and data entry into HR systems</p></li><li><p>Maintaining division databases for tracking of hiring data </p></li></ul><p></p><p>","</p><p></p><p>The successful candidate should have/be:</p><ul><li><p>At least 2-3 years’ experience in a related field/ role in HR, Marketing or related disciplines</p></li><li><p>Excellent interpersonal, written and verbal communication skills</p></li><li><p>Meticulous and adept at handling data</p></li><li><p>Organised and thorough in follow-through</p></li><li><p>Resourceful and possess good initiative in proposing new ideas/solutions</p></li><li><p>Results oriented, efficient and effective in managing multiple priorities</p></li><li><p>Good understanding of recruitment best practices, and/or HR information systems like Workday will be an advantage</p></li><li><p>Singaporean</p></li></ul><p></p><p>We review applications and interview on a rolling basis. Applicants can expect to receive an application outcome within 8 weeks of application date.</p><p></p><p></p>"
9175,FALSE,,93116810-a25b-1edf-9b86-9f9d92d73364,/Date(1727913600000)/,,0,Closing on 03 Oct 2024,,Human Resources ,3  week(s) ago,/Date(1725580800000)/,0,06-15 year(s),6,6,,16,15,Human Resources,15088276,0,0,0,,MINDEF,3,0,Assistant Director (Manpower),1,Permanent,,,"You lead and provide guidance to staff under your purview in the Command regarding Human Resource (HR), welfare and engagement matters. ","On this, you ensure optimal manpower staffing and resource planning for all servicemen in the Command. In addition, you anchor the performance management and career management for all regulars as well as manage and monitor all disciplinary cases in the Command. You cover the duties of Head Manpower (Hd MP) in the absence of Hd MP. Your challenges lie in keeping abreast of HR initiatives to stay relevant and ensure service delivery to stakeholders, routinely reviewing work processes to sync with prevailing policies, working closely with various entities on posting matters within the Command, and interacting with all regulars on their posting preferences whilst striking a balance between personal preferences and organisational needs.","You must have a tertiary qualification, with at least 6 years' HR experience. Possession of good communication, time management, and public relations skills, coupled with strong leadership traits and good planning abilities, is essential. You must be meticulous, able to multi-task and work under stressful environments.

Only shortlisted candidates will be notified."
2140,FALSE,,6bee00ce-3263-1eef-9b82-d9515b55c1d5,/Date(1730332800000)/,,0,Closing on 31 Oct 2024,,"InfoComm, Technology, New Media Communications ",3  week(s) ago,/Date(1725580800000)/,0,Entry level,18,0,,17,0,Infocomm Technology,15087391,0,0,0,,Home Team Science and Technology Agency (HTX),0,0,Lead Engineer (Programme Management Centre),3,Permanent/Contract,,,"HTX is the world’s first Science and Technology agency that integrates a diverse range of scientific and engineering capabilities to innovate and deliver transformative and operationally-ready solutions for homeland security. As a statutory board of the Ministry of Home Affairs and integral to the Home Team, HTX works at the forefront of science and technology to empower Singapore’s frontline of security. Our shared mission is to amplify, augment and accelerate the Home Team’s advantage and secure Singapore as the safest place on planet earth. 
 
Lead/Engineer assists the Deputy Director/Head to manage and deliver projects in areas such as enterprise ICT infrastructures, platforms, systems and applications, cybersecurity measures and data ops management. ","The job-holder will be responsible for the following: 
•	Support Deputy Director/Head to obtain approval of Approval of Requirements papers for projects, and ensure timely delivery of projects within the committed schedule and budget, ensuring project issues are timely resolved or escalated to management for attention. 
•	Provide regular updates to MHA/HTX management on the project progress, highlighting project milestones, issues and expenditure. 
•	Ensure projects are implemented based on the approved project plan that meets all identified operational needs, within agreed parameters of cost, duration and quality. 
•	Identify potential project risks early and assess its implications to the organisation and project, and to recommend mitigating measures to manage the risks and minimise project delay. Risk Assessment 
•	Effectively engage and manage all relevant stakeholders to deliver system. 
•	Ensure proper integration and testing of all hardware and software components so the system is delivered according to contractual requirements. 
•	Prepare technical documents such as technical specifications (for tenders), system design documents, technical interface agreements, various test plans (factory acceptance, on site acceptance, etc.) and test reports, if required.  
•	Work with external agencies and/or Home Team Departments (HTDs) to bring in the necessary systems and data through proper technical interface agreements. ","•	Tertiary qualification in Engineering/ Computer Science/ Information Technology or relevant disciplines 
•	Preferably more than 3-5 years of relevant working experience. 
•	Strong interest in technologies and innovation, especially in the areas of Cloud technology and set up. 

All new hires are appointed on a two-year contract in the first instance and will be assessed and considered for permanent tenure over time, based on performance.

As part of the shortlisting process for this role, you may be required to complete a medical declaration and/or undergo further assessment.

All applicants will be updated on the status of their applications within 4 weeks upon closing of the advertisement.

#LI-JW1"
1805,FALSE,,93116810-a25b-1edf-9b83-0acca7145364,/Date(1729209600000)/,,0,Closing on 18 Oct 2024,,Human Resources ,3  week(s) ago,/Date(1727222400000)/,0,Entry level,6,0,,16,0,Human Resources,15087317,0,0,0,,Auditor-General's Office,5,0,"Assistant Director/Senior Assistant Director, HROD",3,Permanent/Contract,,,"To manage Human Resource Management functions in the areas of talent attraction and management, such as recruitment and outreach, scholarships, HR ops/administration, and exit management. ","Responsibilities: 

•	Manage the recruitment and selection process for all positions in AGO including scholarships and internships. 

•	Implement initiatives, in collaboration with internal and external stakeholders, to strengthen the organisation’s employer brand by participating in recruitment and scholarship outreach events. 

•	Review HR policies, processes or programmes (e.g., Onboarding, exit process) affecting the employee experience.

•	Engaging Head of Departments and/or Group Directors on manpower planning, and execute career deployment exercises to match talent to groups/departments.  

•	Recommend, implement, and review initiatives to promote employee wellbeing. Manage staff welfare initiatives such as overseeing the purchase of get-well hampers, baby gifts and wreaths to employees. 

•	Address business units’ HR queries and challenges, and propose effective solutions to resolve them, when needed. Anticipate potential concerns from the business units on HR policies and processes; and propose alternative solutions to address them.

•	Oversee process improvements projects (E.g., automating HR processes such as shortlisting and preparation of interview folder using Robotic Process Automation (RPA)), when needed. 

•	Supervise a team of executives in delivering HR KPIs. 

•	Assist with ad-hoc projects as assigned by Director, Corporate Development and/or Head of Department.
","Job Requirements: 

•	Degree in related/relevant discipline in HR; or post-graduate Diploma in HR

•	Other relevant HR accreditations, such as IHRP-CP would be advantageous. 

•	At least 5 to 8 years’ of experience in human resource management with experience in leading teams, preferably in public sector HR. 

•	Familiar with Public Sector HR guidelines and rules, e.g. Government Instruction Manuals, Public Service Division Circulars, etc.    

•	Possess problem-solving and analytical skills to analyse complex issues/information, and make good judgement, including proposing solutions for consideration. 

•	Possess excellent inter-personal and communication (verbal and written) skills to work and build collaborative partnerships with stakeholders and external agencies. 

•	Able to work in a fast-paced environment.

Only shortlisted applicants will be notified.

Auditor-General's Office 
55 Newton Road 
#08-02/03 Revenue House 
Singapore 307987 
"
